@relation yeast6_clustered

@attribute Instance_number numeric
@attribute Mcg numeric
@attribute Gvh numeric
@attribute Alm numeric
@attribute Mit numeric
@attribute Erl numeric
@attribute Pox numeric
@attribute Vac numeric
@attribute Nuc numeric
@attribute Class {positive,negative}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33}

@data
1351,0.4,0.44,0.47,0.25,0.5,0,0.54,0.56,negative,cluster17
1352,0.46,0.59,0.38,0.12,0.5,0,0.5,0.22,negative,cluster28
1353,0.8,0.82,0.4,0.31,0.5,0,0.57,0.25,negative,cluster3
1354,0.29,0.39,0.46,0.36,0.5,0,0.51,0.22,negative,cluster12
1355,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,negative,cluster1
1356,0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,negative,cluster1
1357,0.43,0.6,0.4,0.12,0.5,0,0.49,0.29,negative,cluster24
1358,0.56,0.71,0.47,0.21,0.5,0,0.52,0.22,negative,cluster8
1359,0.65,0.62,0.26,0.33,0.5,0,0.55,0.22,negative,cluster28
1360,0.77,0.7,0.37,0.12,0.5,0,0.49,0.26,negative,cluster29
1361,0.47,0.61,0.32,0.27,0.5,0,0.5,0.3,negative,cluster28
1362,0.71,0.51,0.49,0.23,0.5,0,0.3,0.32,negative,cluster26
1363,0.59,0.48,0.49,0.49,0.5,0,0.36,0.32,negative,cluster14
1364,0.58,0.63,0.52,0.7,0.5,0,0.46,0.22,negative,cluster23
1365,0.3,0.68,0.41,0.17,0.5,0,0.51,0.22,negative,cluster6
1366,0.74,0.73,0.32,0.2,0.5,0,0.55,0.22,negative,cluster29
1367,0.55,0.35,0.36,0.29,0.5,0,0.51,0.22,negative,cluster16
1368,0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,negative,cluster5
1369,0.67,0.61,0.39,0.24,0.5,0,0.51,0.22,negative,cluster29
1370,0.69,0.57,0.39,0.19,0.5,0,0.48,0.39,negative,cluster29
1371,0.47,0.41,0.53,0.27,0.5,0,0.47,0.25,negative,cluster27
1372,0.39,0.56,0.34,0.18,0.5,0,0.49,0.22,negative,cluster24
1373,0.51,0.38,0.42,0.21,0.5,0,0.46,0.34,negative,cluster16
1374,0.32,0.45,0.39,0.14,0.5,0,0.45,0.22,negative,cluster24
1375,0.75,0.73,0.35,0.33,0.5,0,0.49,0.28,negative,cluster3
1376,0.54,0.54,0.56,0.18,0.5,0,0.46,0.29,negative,cluster32
1377,0.28,0.48,0.36,0.16,0.5,0,0.53,0.22,negative,cluster24
1378,0.58,0.44,0.45,0.32,0.5,0,0.52,0.37,negative,cluster27
1379,0.52,0.65,0.36,0.26,0.5,0,0.44,0.22,negative,cluster28
1380,0.64,0.44,0.56,0.15,0.5,0,0.56,0.22,negative,cluster32
1381,0.48,0.58,0.47,0.17,0.5,0,0.53,0.74,negative,cluster31
1382,0.42,0.71,0.45,0.15,0.5,0,0.48,0.22,negative,cluster6
1383,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,negative,cluster5
1384,0.4,0.4,0.44,0.37,0.5,0,0.53,0.25,negative,cluster12
1385,0.38,0.56,0.38,0.16,0.5,0,0.53,0.22,negative,cluster24
1386,0.63,0.65,0.42,0.18,0.5,0,0.54,0.27,negative,cluster29
1387,0.47,0.4,0.63,0.19,0.5,0,0.52,0.32,negative,cluster19
1388,0.83,0.94,0.32,0.21,0.5,0,0.51,0.22,negative,cluster3
1389,0.61,0.76,0.3,0.16,0.5,0,0.45,0.41,negative,cluster28
1390,0.33,0.38,0.47,0.14,0.5,0,0.51,0.47,negative,cluster17
1391,0.38,0.67,0.33,0.17,0.5,0,0.51,0.22,negative,cluster6
1392,0.39,0.33,0.33,0.23,0.5,0,0.47,0.22,negative,cluster16
1393,0.5,0.63,0.45,0.13,0.5,0,0.45,0.32,negative,cluster8
1394,0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,negative,cluster11
1395,0.29,0.26,0.43,0.17,0.5,0,0.55,0.3,negative,cluster21
1396,0.51,0.46,0.41,0.36,0.5,0,0.49,0.22,negative,cluster27
1397,0.92,0.66,0.52,0.23,0.5,0,0.53,0.22,negative,cluster29
1398,0.49,0.56,0.37,0.2,0.5,0,0.53,0.22,negative,cluster28
1399,0.86,0.78,0.34,0.15,0.5,0,0.53,0.22,negative,cluster3
1400,0.38,0.44,0.57,0.14,0.5,0,0.53,0.52,negative,cluster17
1401,0.72,0.73,0.41,0.28,0.5,0,0.44,0.22,negative,cluster3
1402,0.8,0.73,0.47,0.19,0.5,0,0.49,0.22,negative,cluster29
1403,0.49,0.55,0.35,0.23,0.5,0,0.57,0.22,negative,cluster28
1404,0.63,0.71,0.44,0.53,0.5,0,0.52,0.22,negative,cluster14
1405,0.6,0.68,0.3,0.27,0.5,0,0.55,0.22,negative,cluster28
1406,0.4,0.43,0.49,0.17,0.5,0,0.51,0.36,negative,cluster17
1407,0.82,0.63,0.47,0.18,0.5,0,0.5,0.22,negative,cluster29
1408,0.77,0.68,0.35,0.19,0.5,0,0.53,0.43,negative,cluster29
1409,0.51,0.59,0.46,0.13,0.5,0,0.48,0.22,negative,cluster8
1410,0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,negative,cluster16
1411,0.47,0.5,0.6,0.63,0.5,0,0.38,0.16,negative,cluster23
1412,0.34,0.24,0.51,0.15,0.5,0,0.54,0.4,negative,cluster21
1413,0.35,0.29,0.46,0.14,0.5,0,0.54,0.66,negative,cluster22
1414,0.58,0.67,0.49,0.16,0.5,0,0.47,0.28,negative,cluster8
1415,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42,negative,cluster3
1416,0.36,0.48,0.61,0.26,0.5,0,0.5,0.16,negative,cluster11
1417,0.41,0.25,0.59,0.44,0.5,0,0.6,0.69,negative,cluster22
1418,0.3,0.37,0.4,0.45,0.5,0,0.48,0.41,negative,cluster12
1419,0.57,0.59,0.49,0.86,0.5,0,0.47,0.22,negative,cluster23
1420,0.38,0.4,0.39,0.19,0.5,0,0.46,0.62,negative,cluster22
1421,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22,negative,cluster3
1422,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22,negative,cluster19
1423,0.5,0.61,0.44,0.2,0.5,0,0.49,0.22,negative,cluster28
1424,0.41,0.45,0.46,0.23,0.5,0,0.5,0.7,negative,cluster22
1425,0.46,0.62,0.46,0.54,0.5,0,0.51,0.27,negative,cluster23
1426,0.74,0.75,0.45,0.44,0.5,0,0.52,0.22,negative,cluster3
1427,0.52,0.53,0.58,0.69,0.5,0,0.5,0.22,negative,cluster23
1428,0.41,0.47,0.5,0.14,0.5,0,0.53,0.37,negative,cluster25
1429,0.25,0.4,0.52,0.15,0.5,0,0.56,0.28,negative,cluster21
1430,0.58,0.56,0.38,0.39,0.5,0,0.54,0.57,negative,cluster18
1431,0.32,0.29,0.29,0.08,0.5,0,0.52,0.22,negative,cluster5
1432,0.38,0.48,0.57,0.3,0.5,0,0.41,0.11,negative,cluster20
1433,0.39,0.58,0.47,0.18,0.5,0,0.48,0.22,negative,cluster11
1434,0.38,0.47,0.47,0.18,0.5,0,0.44,0.26,negative,cluster11
1435,0.63,0.57,0.5,0.48,0.5,0,0.51,0.22,negative,cluster14
1436,0.51,0.45,0.62,0.25,0.5,0,0.59,0.22,negative,cluster19
1437,0.59,0.67,0.54,0.19,0.5,0,0.48,0.6,negative,cluster31
1438,0.6,0.61,0.54,0.11,0.5,0,0.46,0.22,negative,cluster8
1439,0.48,0.61,0.57,0.17,0.5,0,0.45,0.22,negative,cluster8
1440,0.71,0.5,0.5,0.18,0.5,0,0.46,0.22,negative,cluster26
1441,0.61,0.48,0.54,0.25,0.5,0,0.5,0.22,negative,cluster4
1442,0.38,0.32,0.64,0.41,0.5,0,0.44,0.11,negative,cluster7
1443,0.38,0.4,0.66,0.35,0.5,0,0.43,0.11,negative,cluster7
1444,0.81,0.62,0.43,0.17,0.5,0,0.53,0.22,negative,cluster29
1445,0.47,0.43,0.61,0.4,0.5,0,0.48,0.47,negative,cluster18
1446,0.67,0.57,0.36,0.19,0.5,0,0.56,0.22,negative,cluster29
1447,0.43,0.4,0.6,0.16,0.5,0,0.53,0.39,negative,cluster17
1448,0.65,0.54,0.54,0.13,0.5,0,0.53,0.22,negative,cluster32
